year,satjob,notloyal,commute,joblose,idecide,fringe1,fringe6,fringe11
1982,,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,,,,,
1982,,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,a little dissatisfied,,,not too likely,,,,
1982,moderately satisfied,,,not likely,,,,
1982,very satisfied,,,not likely,,,,
1982,moderately satisfied,,,,,,,
1982,very satisfied,,,not too likely,,,,
1982,,,,,,,,
1982,moderately satisfied,,,,,,,
1982,very satisfied,,,,,,,
1982,,,,,,,,
1982,moderately satisfied,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,moderately satisfied,,,,,,,
1982,moderately satisfied,,,not likely,,,,
1982,very satisfied,,,not too likely,,,,
1982,very dissatisfied,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,moderately satisfied,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,,,,,
1982,moderately satisfied,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,moderately satisfied,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,a little dissatisfied,,,not too likely,,,,
1982,very satisfied,,,,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,moderately satisfied,,,,,,,
1982,,,,,,,,
1982,moderately satisfied,,,,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,very satisfied,,,fairly likely,,,,
1982,very satisfied,,,not likely,,,,
1982,a little dissatisfied,,,not likely,,,,
1982,a little dissatisfied,,,not likely,,,,
1982,very satisfied,,,not likely,,,,
1982,,,,,,,,
1982,very satisfied,,,,,,,
1982,,,,,,,,
1982,moderately satisfied,,,not likely,,,,
1982,a little dissatisfied,,,,,,,
1982,very dissatisfied,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,moderately satisfied,,,not likely,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,,,,,
1982,moderately satisfied,,,not likely,,,,
1982,very satisfied,,,,,,,
1982,,,,,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,not likely,,,,
1982,,,,,,,,
1982,moderately satisfied,,,not likely,,,,
1982,very satisfied,,,,,,,
1982,,,,,,,,
1982,moderately satisfied,,,not likely,,,,
1982,very satisfied,,,not too likely,,,,
1982,very satisfied,,,,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,moderately satisfied,,,not likely,,,,
1982,very satisfied,,,very likely,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,moderately satisfied,,,not likely,,,,
1982,moderately satisfied,,,,,,,
1982,very satisfied,,,,,,,
1982,a little dissatisfied,,,very likely,,,,
1982,very satisfied,,,,,,,
1982,moderately satisfied,,,not likely,,,,
1982,,,,,,,,
1982,very dissatisfied,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,,,,,
1982,,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,very likely,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,,,,,
1982,a little dissatisfied,,,not likely,,,,
1982,very satisfied,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,very likely,,,,
1982,very satisfied,,,,,,,
1982,,,,,,,,
1982,very satisfied,,,not too likely,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,moderately satisfied,,,,,,,
1982,very satisfied,,,,,,,
1982,very satisfied,,,not too likely,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,moderately satisfied,,,,,,,
1982,a little dissatisfied,,,not likely,,,,
1982,a little dissatisfied,,,,,,,
1982,moderately satisfied,,,,,,,
1982,moderately satisfied,,,very likely,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,,,,,
1982,a little dissatisfied,,,not likely,,,,
1982,moderately satisfied,,,,,,,
1982,very satisfied,,,,,,,
1982,very satisfied,,,,,,,
1982,,,,,,,,
1982,very satisfied,,,not too likely,,,,
1982,very satisfied,,,not likely,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,very satisfied,,,not too likely,,,,
1982,,,,,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,moderately satisfied,,,fairly likely,,,,
1982,,,,,,,,
1982,very satisfied,,,,,,,
1982,moderately satisfied,,,not likely,,,,
1982,,,,,,,,
1982,very satisfied,,,very likely,,,,
1982,,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,very satisfied,,,,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,moderately satisfied,,,not likely,,,,
1982,,,,,,,,
1982,very satisfied,,,,,,,
1982,very satisfied,,,fairly likely,,,,
1982,moderately satisfied,,,very likely,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,very satisfied,,,not likely,,,,
1982,a little dissatisfied,,,fairly likely,,,,
1982,moderately satisfied,,,,,,,
1982,a little dissatisfied,,,not likely,,,,
1982,very dissatisfied,,,,,,,
1982,moderately satisfied,,,,,,,
1982,,,,,,,,
1982,a little dissatisfied,,,fairly likely,,,,
1982,moderately satisfied,,,not likely,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,,,,,,,,
1982,a little dissatisfied,,,not likely,,,,
1982,very satisfied,,,,,,,
1982,very dissatisfied,,,,,,,
1982,moderately satisfied,,,not likely,,,,
1982,moderately satisfied,,,,,,,
1982,,,,,,,,
1982,moderately satisfied,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,moderately satisfied,,,very likely,,,,
1982,moderately satisfied,,,not likely,,,,
1982,moderately satisfied,,,not likely,,,,
1982,very satisfied,,,,,,,
1982,moderately satisfied,,,,,,,
1982,very satisfied,,,not too likely,,,,
1982,moderately satisfied,,,not likely,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,a little dissatisfied,,,not likely,,,,
1982,very satisfied,,,not likely,,,,
1982,very dissatisfied,,,not too likely,,,,
1982,,,,,,,,
1982,moderately satisfied,,,,,,,
1982,moderately satisfied,,,,,,,
1982,very dissatisfied,,,,,,,
1982,,,,,,,,
1982,very satisfied,,,not too likely,,,,
1982,,,,,,,,
1982,moderately satisfied,,,fairly likely,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,very satisfied,,,,,,,
1982,very satisfied,,,,,,,
1982,moderately satisfied,,,,,,,
1982,moderately satisfied,,,,,,,
1982,a little dissatisfied,,,not likely,,,,
1982,very satisfied,,,not likely,,,,
1982,moderately satisfied,,,fairly likely,,,,
1982,a little dissatisfied,,,not likely,,,,
1982,very satisfied,,,,,,,
1982,,,,,,,,
1982,moderately satisfied,,,not likely,,,,
1982,moderately satisfied,,,not likely,,,,
1982,very dissatisfied,,,not too likely,,,,
1982,a little dissatisfied,,,not too likely,,,,
1982,very satisfied,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,,,,,,,,
1982,moderately satisfied,,,,,,,
1982,a little dissatisfied,,,not likely,,,,
1982,moderately satisfied,,,fairly likely,,,,
1982,moderately satisfied,,,very likely,,,,
1982,very satisfied,,,,,,,
1982,moderately satisfied,,,not likely,,,,
1982,moderately satisfied,,,not likely,,,,
1982,very satisfied,,,not likely,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,moderately satisfied,,,,,,,
1982,a little dissatisfied,,,fairly likely,,,,
1982,moderately satisfied,,,,,,,
1982,moderately satisfied,,,,,,,
1982,moderately satisfied,,,not likely,,,,
1982,moderately satisfied,,,,,,,
1982,a little dissatisfied,,,not too likely,,,,
1982,,,,,,,,
1982,moderately satisfied,,,fairly likely,,,,
1982,moderately satisfied,,,fairly likely,,,,
1982,,,,,,,,
1982,a little dissatisfied,,,,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,moderately satisfied,,,not likely,,,,
1982,very satisfied,,,,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,very satisfied,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,,,,,
1982,very satisfied,,,,,,,
1982,very satisfied,,,fairly likely,,,,
1982,a little dissatisfied,,,not too likely,,,,
1982,a little dissatisfied,,,not too likely,,,,
1982,very satisfied,,,not too likely,,,,
1982,very satisfied,,,,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,a little dissatisfied,,,not too likely,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,not too likely,,,,
1982,,,,,,,,
1982,moderately satisfied,,,fairly likely,,,,
1982,moderately satisfied,,,,,,,
1982,,,,very likely,,,,
1982,,,,,,,,
1982,very satisfied,,,not too likely,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,very satisfied,,,not too likely,,,,
1982,very satisfied,,,fairly likely,,,,
1982,very satisfied,,,not too likely,,,,
1982,,,,,,,,
1982,very satisfied,,,very likely,,,,
1982,moderately satisfied,,,,,,,
1982,moderately satisfied,,,very likely,,,,
1982,,,,,,,,
1982,very satisfied,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,,,,,,,,
1982,very satisfied,,,,,,,
1982,very satisfied,,,very likely,,,,
1982,very satisfied,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,very likely,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,very satisfied,,,very likely,,,,
1982,very dissatisfied,,,,,,,
1982,,,,,,,,
1982,very satisfied,,,,,,,
1982,very dissatisfied,,,,,,,
1982,moderately satisfied,,,,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,moderately satisfied,,,,,,,
1982,very satisfied,,,,,,,
1982,,,,,,,,
1982,moderately satisfied,,,,,,,
1982,,,,,,,,
1982,moderately satisfied,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,moderately satisfied,,,fairly likely,,,,
1982,very satisfied,,,not too likely,,,,
1982,very satisfied,,,not too likely,,,,
1982,a little dissatisfied,,,fairly likely,,,,
1982,moderately satisfied,,,fairly likely,,,,
1982,very satisfied,,,,,,,
1982,a little dissatisfied,,,,,,,
1982,moderately satisfied,,,fairly likely,,,,
1982,very satisfied,,,not likely,,,,
1982,,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,a little dissatisfied,,,,,,,
1982,very satisfied,,,,,,,
1982,very satisfied,,,,,,,
1982,moderately satisfied,,,not likely,,,,
1982,moderately satisfied,,,not likely,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,moderately satisfied,,,not likely,,,,
1982,,,,,,,,
1982,moderately satisfied,,,,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,very satisfied,,,not too likely,,,,
1982,very satisfied,,,very likely,,,,
1982,,,,,,,,
1982,very dissatisfied,,,,,,,
1982,,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,,,,,
1982,moderately satisfied,,,,,,,
1982,moderately satisfied,,,,,,,
1982,a little dissatisfied,,,not too likely,,,,
1982,very satisfied,,,not likely,,,,
1982,moderately satisfied,,,not likely,,,,
1982,,,,,,,,
1982,a little dissatisfied,,,,,,,
1982,moderately satisfied,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,a little dissatisfied,,,fairly likely,,,,
1982,moderately satisfied,,,not likely,,,,
1982,a little dissatisfied,,,very likely,,,,
1982,very dissatisfied,,,not likely,,,,
1982,very satisfied,,,not likely,,,,
1982,,,,not too likely,,,,
1982,very dissatisfied,,,not too likely,,,,
1982,,,,,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,a little dissatisfied,,,,,,,
1982,very dissatisfied,,,fairly likely,,,,
1982,,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,very satisfied,,,,,,,
1982,a little dissatisfied,,,not likely,,,,
1982,very satisfied,,,not too likely,,,,
1982,a little dissatisfied,,,not likely,,,,
1982,,,,,,,,
1982,moderately satisfied,,,not likely,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,not likely,,,,
1982,,,,,,,,
1982,very satisfied,,,,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,,,,,
1982,,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,moderately satisfied,,,,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,a little dissatisfied,,,fairly likely,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,not likely,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,not likely,,,,
1982,moderately satisfied,,,,,,,
1982,very satisfied,,,,,,,
1982,a little dissatisfied,,,,,,,
1982,very satisfied,,,,,,,
1982,very dissatisfied,,,,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,a little dissatisfied,,,fairly likely,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,very satisfied,,,not too likely,,,,
1982,very satisfied,,,not too likely,,,,
1982,very satisfied,,,very likely,,,,
1982,moderately satisfied,,,fairly likely,,,,
1982,,,,not too likely,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,a little dissatisfied,,,,,,,
1982,,,,,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,,,,,,,,
1982,very satisfied,,,,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,very satisfied,,,not likely,,,,
1982,,,,,,,,
1982,moderately satisfied,,,not likely,,,,
1982,very satisfied,,,not too likely,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,not likely,,,,
1982,moderately satisfied,,,not likely,,,,
1982,,,,,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,moderately satisfied,,,,,,,
1982,very satisfied,,,,,,,
1982,a little dissatisfied,,,fairly likely,,,,
1982,very satisfied,,,not too likely,,,,
1982,moderately satisfied,,,,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,very dissatisfied,,,,,,,
1982,a little dissatisfied,,,,,,,
1982,moderately satisfied,,,,,,,
1982,a little dissatisfied,,,,,,,
1982,a little dissatisfied,,,fairly likely,,,,
1982,moderately satisfied,,,,,,,
1982,moderately satisfied,,,,,,,
1982,moderately satisfied,,,,,,,
1982,a little dissatisfied,,,,,,,
1982,very satisfied,,,not too likely,,,,
1982,very satisfied,,,fairly likely,,,,
1982,,,,,,,,
1982,moderately satisfied,,,fairly likely,,,,
1982,moderately satisfied,,,very likely,,,,
1982,very satisfied,,,not likely,,,,
1982,a little dissatisfied,,,,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,very satisfied,,,,,,,
1982,very satisfied,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,very satisfied,,,,,,,
1982,very satisfied,,,,,,,
1982,very satisfied,,,fairly likely,,,,
1982,,,,,,,,
1982,very satisfied,,,,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,moderately satisfied,,,,,,,
1982,very dissatisfied,,,,,,,
1982,very satisfied,,,,,,,
1982,,,,,,,,
1982,very satisfied,,,,,,,
1982,,,,,,,,
1982,a little dissatisfied,,,not likely,,,,
1982,moderately satisfied,,,,,,,
1982,very dissatisfied,,,,,,,
1982,moderately satisfied,,,,,,,
1982,moderately satisfied,,,not likely,,,,
1982,,,,,,,,
1982,very satisfied,,,not too likely,,,,
1982,moderately satisfied,,,,,,,
1982,a little dissatisfied,,,fairly likely,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,very satisfied,,,,,,,
1982,a little dissatisfied,,,not likely,,,,
1982,very dissatisfied,,,not likely,,,,
1982,moderately satisfied,,,fairly likely,,,,
1982,very satisfied,,,fairly likely,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,,,,,
1982,a little dissatisfied,,,,,,,
1982,a little dissatisfied,,,not likely,,,,
1982,,,,,,,,
1982,moderately satisfied,,,not likely,,,,
1982,,,,,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,,,,,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,a little dissatisfied,,,not too likely,,,,
1982,,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,moderately satisfied,,,,,,,
1982,moderately satisfied,,,,,,,
1982,very satisfied,,,,,,,
1982,a little dissatisfied,,,,,,,
1982,very satisfied,,,not too likely,,,,
1982,,,,not too likely,,,,
1982,a little dissatisfied,,,very likely,,,,
1982,moderately satisfied,,,,,,,
1982,moderately satisfied,,,not too likely,,,,
1982,moderately satisfied,,,,,,,
1982,very satisfied,,,,,,,
1982,very satisfied,,,not likely,,,,
1982,very satisfied,,,,,,,
1982,very satisfied,,,,,,,
1982,very satisfied,,,very likely,,,,
1982,a little dissatisfied,,,,,,,
1982,very satisfied,,,very likely,,,,
1982,,,,,,,,
1982,,,,,,,,
1982,very satisfied,,,,,,,
1982,very satisfied,,,,,,,
1982,moderately satisfied,,,not likely,,,,
1982,very satisfied,,,,,,,
1982,very satisfied,,,not likely,,,,
1983,very dissatisfied,,,,,,,
1983,,,,,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,fairly likely,,,,
1983,very satisfied,,,not likely,,,,
1983,moderately satisfied,,,not likely,,,,
1983,,,,,,,,
1983,moderately satisfied,,,not likely,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,,,,,
1983,moderately satisfied,,,not likely,,,,
1983,moderately satisfied,,,not too likely,,,,
1983,moderately satisfied,,,not likely,,,,
1983,,,,,,,,
1983,very satisfied,,,not likely,,,,
1983,moderately satisfied,,,,,,,
1983,very satisfied,,,not likely,,,,
1983,moderately satisfied,,,not likely,,,,
1983,very satisfied,,,not likely,,,,
1983,very dissatisfied,,,not too likely,,,,
1983,a little dissatisfied,,,,,,,
1983,,,,,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,very likely,,,,
1983,moderately satisfied,,,,,,,
1983,very dissatisfied,,,,,,,
1983,moderately satisfied,,,not too likely,,,,
1983,very satisfied,,,,,,,
1983,,,,,,,,
1983,very satisfied,,,,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,not likely,,,,
1983,moderately satisfied,,,,,,,
1983,,,,,,,,
1983,a little dissatisfied,,,very likely,,,,
1983,,,,,,,,
1983,moderately satisfied,,,,,,,
1983,moderately satisfied,,,not likely,,,,
1983,moderately satisfied,,,,,,,
1983,moderately satisfied,,,not too likely,,,,
1983,moderately satisfied,,,,,,,
1983,moderately satisfied,,,,,,,
1983,moderately satisfied,,,,,,,
1983,moderately satisfied,,,not likely,,,,
1983,a little dissatisfied,,,fairly likely,,,,
1983,very satisfied,,,,,,,
1983,moderately satisfied,,,,,,,
1983,very satisfied,,,,,,,
1983,moderately satisfied,,,,,,,
1983,very satisfied,,,not too likely,,,,
1983,very satisfied,,,very likely,,,,
1983,moderately satisfied,,,not too likely,,,,
1983,very satisfied,,,fairly likely,,,,
1983,a little dissatisfied,,,not too likely,,,,
1983,very satisfied,,,,,,,
1983,moderately satisfied,,,,,,,
1983,,,,,,,,
1983,very satisfied,,,not likely,,,,
1983,moderately satisfied,,,not likely,,,,
1983,moderately satisfied,,,not too likely,,,,
1983,very satisfied,,,not likely,,,,
1983,,,,,,,,
1983,moderately satisfied,,,,,,,
1983,moderately satisfied,,,,,,,
1983,very satisfied,,,not likely,,,,
1983,a little dissatisfied,,,not likely,,,,
1983,moderately satisfied,,,not likely,,,,
1983,very dissatisfied,,,not too likely,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,very likely,,,,
1983,moderately satisfied,,,not too likely,,,,
1983,moderately satisfied,,,,,,,
1983,a little dissatisfied,,,,,,,
1983,very satisfied,,,,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,,,,,
1983,very satisfied,,,not likely,,,,
1983,,,,,,,,
1983,very satisfied,,,,,,,
1983,very satisfied,,,not likely,,,,
1983,moderately satisfied,,,not likely,,,,
1983,very satisfied,,,,,,,
1983,moderately satisfied,,,,,,,
1983,very dissatisfied,,,,,,,
1983,moderately satisfied,,,,,,,
1983,moderately satisfied,,,not likely,,,,
1983,very satisfied,,,not likely,,,,
1983,,,,,,,,
1983,,,,,,,,
1983,moderately satisfied,,,,,,,
1983,moderately satisfied,,,,,,,
1983,,,,,,,,
1983,very satisfied,,,not too likely,,,,
1983,moderately satisfied,,,not likely,,,,
1983,very dissatisfied,,,fairly likely,,,,
1983,,,,,,,,
1983,,,,,,,,
1983,a little dissatisfied,,,not likely,,,,
1983,moderately satisfied,,,not too likely,,,,
1983,moderately satisfied,,,not likely,,,,
1983,moderately satisfied,,,not too likely,,,,
1983,moderately satisfied,,,,,,,
1983,very satisfied,,,not likely,,,,
1983,moderately satisfied,,,not likely,,,,
1983,very dissatisfied,,,very likely,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,not too likely,,,,
1983,very dissatisfied,,,not likely,,,,
1983,very satisfied,,,very likely,,,,
1983,moderately satisfied,,,not likely,,,,
1983,,,,,,,,
1983,very satisfied,,,,,,,
1983,very satisfied,,,,,,,
1983,,,,,,,,
1983,very satisfied,,,not likely,,,,
1983,,,,,,,,
1983,very satisfied,,,not too likely,,,,
1983,very satisfied,,,,,,,
1983,very satisfied,,,,,,,
1983,moderately satisfied,,,not likely,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,very likely,,,,
1983,very satisfied,,,not likely,,,,
1983,,,,,,,,
1983,,,,,,,,
1983,moderately satisfied,,,not too likely,,,,
1983,very satisfied,,,fairly likely,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,,,,,
1983,a little dissatisfied,,,fairly likely,,,,
1983,moderately satisfied,,,not likely,,,,
1983,moderately satisfied,,,,,,,
1983,a little dissatisfied,,,not likely,,,,
1983,moderately satisfied,,,,,,,
1983,a little dissatisfied,,,,,,,
1983,,,,,,,,
1983,,,,,,,,
1983,,,,,,,,
1983,very satisfied,,,,,,,
1983,very satisfied,,,not too likely,,,,
1983,moderately satisfied,,,fairly likely,,,,
1983,,,,,,,,
1983,a little dissatisfied,,,,,,,
1983,,,,,,,,
1983,very satisfied,,,,,,,
1983,,,,,,,,
1983,,,,,,,,
1983,very satisfied,,,,,,,
1983,moderately satisfied,,,not likely,,,,
1983,moderately satisfied,,,fairly likely,,,,
1983,moderately satisfied,,,not likely,,,,
1983,moderately satisfied,,,not likely,,,,
1983,,,,,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,not too likely,,,,
1983,a little dissatisfied,,,,,,,
1983,very satisfied,,,,,,,
1983,,,,,,,,
1983,moderately satisfied,,,,,,,
1983,very satisfied,,,,,,,
1983,a little dissatisfied,,,,,,,
1983,very satisfied,,,not likely,,,,
1983,moderately satisfied,,,,,,,
1983,a little dissatisfied,,,,,,,
1983,,,,,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,not likely,,,,
1983,moderately satisfied,,,not likely,,,,
1983,moderately satisfied,,,not likely,,,,
1983,moderately satisfied,,,not likely,,,,
1983,,,,,,,,
1983,,,,,,,,
1983,a little dissatisfied,,,not too likely,,,,
1983,a little dissatisfied,,,not likely,,,,
1983,moderately satisfied,,,,,,,
1983,moderately satisfied,,,not likely,,,,
1983,a little dissatisfied,,,not too likely,,,,
1983,very dissatisfied,,,not likely,,,,
1983,moderately satisfied,,,,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,not likely,,,,
1983,moderately satisfied,,,not likely,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,not too likely,,,,
1983,moderately satisfied,,,not likely,,,,
1983,very satisfied,,,not too likely,,,,
1983,,,,,,,,
1983,moderately satisfied,,,not likely,,,,
1983,,,,,,,,
1983,very satisfied,,,,,,,
1983,moderately satisfied,,,fairly likely,,,,
1983,very dissatisfied,,,,,,,
1983,moderately satisfied,,,fairly likely,,,,
1983,very dissatisfied,,,,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,not likely,,,,
1983,moderately satisfied,,,fairly likely,,,,
1983,moderately satisfied,,,not too likely,,,,
1983,moderately satisfied,,,,,,,
1983,very satisfied,,,not likely,,,,
1983,,,,,,,,
1983,moderately satisfied,,,not too likely,,,,
1983,moderately satisfied,,,not likely,,,,
1983,moderately satisfied,,,,,,,
1983,moderately satisfied,,,not too likely,,,,
1983,,,,,,,,
1983,a little dissatisfied,,,not too likely,,,,
1983,,,,,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,not likely,,,,
1983,moderately satisfied,,,,,,,
1983,moderately satisfied,,,,,,,
1983,a little dissatisfied,,,not likely,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,,,,,
1983,,,,,,,,
1983,,,,,,,,
1983,moderately satisfied,,,not likely,,,,
1983,very satisfied,,,,,,,
1983,a little dissatisfied,,,,,,,
1983,a little dissatisfied,,,not likely,,,,
1983,very satisfied,,,not too likely,,,,
1983,very satisfied,,,,,,,
1983,very satisfied,,,not likely,,,,
1983,a little dissatisfied,,,not likely,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,not likely,,,,
1983,,,,,,,,
1983,very satisfied,,,very likely,,,,
1983,very satisfied,,,not too likely,,,,
1983,moderately satisfied,,,not likely,,,,
1983,moderately satisfied,,,not likely,,,,
1983,,,,,,,,
1983,very satisfied,,,not likely,,,,
1983,a little dissatisfied,,,,,,,
1983,very satisfied,,,,,,,
1983,moderately satisfied,,,,,,,
1983,moderately satisfied,,,not likely,,,,
1983,moderately satisfied,,,not likely,,,,
1983,,,,,,,,
1983,moderately satisfied,,,,,,,
1983,,,,,,,,
1983,moderately satisfied,,,not too likely,,,,
1983,moderately satisfied,,,not likely,,,,
1983,moderately satisfied,,,very likely,,,,
1983,very dissatisfied,,,not likely,,,,
1983,moderately satisfied,,,not too likely,,,,
1983,very satisfied,,,,,,,
1983,a little dissatisfied,,,not likely,,,,
1983,very satisfied,,,,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,,,,,
1983,very satisfied,,,not likely,,,,
1983,moderately satisfied,,,not likely,,,,
1983,,,,,,,,
1983,very satisfied,,,not too likely,,,,
1983,a little dissatisfied,,,not too likely,,,,
1983,very dissatisfied,,,not too likely,,,,
1983,very satisfied,,,,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,not likely,,,,
1983,very satisfied,,,not likely,,,,
1983,moderately satisfied,,,,,,,
1983,very satisfied,,,not likely,,,,
